baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,diffexpressed
ENSG00000129682,431.585861639228,1.58111721374958,0.384698027324006,4.11002163111668,3.95622055540636e-05,0.00157048313909786,Up-regulated
ENSG00000149633,448.523164312745,1.37121982548336,0.333621415551775,4.11010732993716,3.95475255253926e-05,0.00157048313909786,Up-regulated
ENSG00000143786,111.246987328823,1.6245747099502,0.396998319083994,4.09214505919981,4.27401140425574e-05,0.00168501435910247,Up-regulated
ENSG00000065809,4279.81182169967,1.10287221254437,0.270439464601668,4.07807423435332,4.54102687716128e-05,0.00175817157208119,Up-regulated
ENSG00000164761,11400.4947512089,1.77258398874413,0.434896571889498,4.07587482477218,4.58416752059216e-05,0.00176765508775719,Up-regulated
ENSG00000103742,442.351245548827,2.1032563797897,0.516494690262774,4.0721742535623,4.6576312809405e-05,0.00177901036264092,Up-regulated
ENSG00000138944,351.79126913754,1.75257204765079,0.430426750932859,4.0717080057233,4.66696603125051e-05,0.00177901036264092,Up-regulated
ENSG00000135472,234.61767143217,1.73236743408444,0.427838616333433,4.0491142406237,5.14118455264271e-05,0.00194262527035086,Up-regulated
ENSG00000079257,1573.13853443251,1.16311015282384,0.28873616188724,4.02828016145089,5.61863650451315e-05,0.00207757205909921,Up-regulated
ENSG00000169302,81.6082922735652,1.79398208382722,0.450892920345147,3.978731984645,6.92837887202756e-05,0.00246171288811053,Up-regulated
ENSG00000203727,662.771628640668,1.13195760195734,0.285515712813012,3.96460702917135,7.35169562158674e-05,0.00258552097746558,Up-regulated
ENSG00000131242,56.7624296926853,2.10313863199116,0.531081240229011,3.96010717886449,7.49161322971726e-05,0.00261333583149632,Up-regulated
ENSG00000261121,21.2330784314054,5.0844791195676,1.28643621711869,3.95237560316487,7.73791569578786e-05,0.00268309896053945,Up-regulated
ENSG00000248869,84.7649027090569,1.64241694689056,0.420230771903871,3.90836905981332,9.29212860993139e-05,0.00317735597695634,Up-regulated
ENSG00000108700,23.3171283209218,5.21670947630901,1.33802307484626,3.89881876806078,9.66630869874524e-05,0.00328578383090419,Up-regulated
ENSG00000243295,29.4529850026404,3.40077690683997,0.875541907668864,3.88419660675588,0.000102668805850445,0.00348307453718169,Up-regulated
ENSG00000125398,1138.96815399749,1.02158425934899,0.263044359750404,3.88369573983013,0.000102880636171877,0.00348341730473719,Up-regulated
ENSG00000132530,265.173024770623,1.10774002117284,0.286688887856949,3.86390986219731,0.000111586412407516,0.00374878243084239,Up-regulated
ENSG00000307706,155.570035925826,1.2909884698611,0.335182262949733,3.851601389942,0.000117347925595162,0.00390436219494655,Up-regulated
ENSG00000134258,13.5319480325447,6.96509371200644,1.81111572909019,3.84574745839424,0.000120185500360595,0.0039757916096298,Up-regulated
ENSG00000177272,136.417256343489,1.56536522362126,0.408997566950356,3.82732160314113,0.000129545209743479,0.00422870828327107,Up-regulated
ENSG00000143850,677.32636541171,1.27322353640498,0.334014902516725,3.81187643668453,0.000137915819753604,0.00445979471068394,Up-regulated
ENSG00000166592,201.321895426793,1.4939776481619,0.392290183441754,3.80834828711365,0.000139898136757421,0.00450701683867003,Up-regulated
ENSG00000233695,182.593746038674,2.21425141459032,0.58308964565423,3.79744595208154,0.000146194639345725,0.00467497968929996,Up-regulated
ENSG00000164619,683.728105155213,1.33407039806414,0.352314723868802,3.78658712702831,0.000152730558965367,0.00485700053814724,Up-regulated
