Ensembl_ids,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,diffexpressed
23,ENSG00000157150,546.426793672929,-3.17757084091423,0.316388598332152,-10.043253320963,9.83749967469301e-24,7.38582366880865e-21,Not Significant
24,ENSG00000165995,925.931453757624,-3.33699932959132,0.341997179921711,-9.75738843915382,1.71514968436694e-22,1.23405019790201e-19,Not Significant
25,ENSG00000166741,12454.266468027,-2.12028732940261,0.218786483574577,-9.69112577139566,3.28883275495566e-22,2.27166256050297e-19,Not Significant
26,ENSG00000221866,643.493401677661,-2.3051124898599,0.237997887824717,-9.68543255122328,3.47733418129855e-22,2.30948487087167e-19,Not Significant
27,ENSG00000162614,8632.13240643474,-2.14546561605774,0.223806279816154,-9.58626191284775,9.13342162312699e-22,5.84133054030211e-19,Not Significant
28,ENSG00000253368,751.028848438931,-2.17605973699786,0.229544415388529,-9.4799071165144,2.54509516488479e-21,1.5695965466868e-18,Not Significant
29,ENSG00000178695,4633.89449979915,2.50200805920996,0.267234588239627,9.36259065748793,7.7805116275027e-21,4.63289223392126e-18,Up-regulated
30,ENSG00000168309,439.044113200956,-4.56950311495498,0.488530358276695,-9.35357043331766,8.47378369906641e-21,4.87750989718263e-18,Not Significant
31,ENSG00000108960,2805.17150013076,-1.94732501583584,0.209273110535347,-9.30518503239304,1.33759231674798e-20,7.45082068567873e-18,Not Significant
32,ENSG00000099194,3107.06500655139,2.38822160365249,0.2568179675839,9.29927771845747,1.41402969497321e-20,7.63045774149921e-18,Up-regulated
33,ENSG00000148848,2367.43274901024,1.94415383193526,0.210683668116035,9.2278336015325,2.76160615927138e-20,1.4450731866151e-17,Up-regulated
34,ENSG00000250978,124.758763774466,-6.89838036788445,0.749034130999676,-9.20970097674686,3.27034684274132e-20,1.66095144942521e-17,Not Significant
35,ENSG00000178723,309.426893424969,-2.87563829535064,0.313881918825402,-9.16152897915163,5.11671301501917e-20,2.52444000981003e-17,Not Significant
36,ENSG00000125848,271.233594452041,2.6706867765994,0.295682597592374,9.03227581990196,1.68138003028089e-19,8.06501954524732e-17,Up-regulated
37,ENSG00000145675,6254.16606102117,-1.7012368676125,0.190533874213011,-8.92878956374217,4.30695266157123e-19,2.01006644756789e-16,Not Significant
38,ENSG00000183508,171.872267418705,3.14242772134432,0.354902596035664,8.85433850427103,8.41815513635344e-19,3.82538691827766e-16,Up-regulated
39,ENSG00000169715,769.070018699349,-1.91797239106603,0.216869458581687,-8.84390270354087,9.24321069546459e-19,4.09260928946878e-16,Not Significant
40,ENSG00000157214,5901.84284477874,-1.98007357943595,0.224176130718681,-8.83266908518796,1.02207055264044e-18,4.41227857574878e-16,Not Significant
41,ENSG00000196616,73801.0436984847,-1.45901008774773,0.16941813763455,-8.61188836165195,7.18668127440724e-18,3.02681981088937e-15,Not Significant
42,ENSG00000154930,1056.45690549851,-1.95201824232112,0.226864858058815,-8.60432179326365,7.67693243454723e-18,3.15631593523242e-15,Not Significant
43,ENSG00000163083,389.345900632805,-3.2045871693615,0.374662317812599,-8.55326788151776,1.19651774307667e-17,4.80499264824371e-15,Not Significant
44,ENSG00000136383,161.752981875345,-3.62561205679394,0.427946187038942,-8.47212141760247,2.40963773384949e-17,9.45673281548021e-15,Not Significant
45,ENSG00000156804,6718.5941144862,-1.59783495983934,0.190388351275768,-8.39250379097486,4.75896657105062e-17,1.82617410553116e-14,Not Significant
46,ENSG00000112837,4312.57885505073,1.81505735243956,0.218116369860198,8.32150908069357,8.68503625667352e-17,3.26028708870083e-14,Up-regulated
47,ENSG00000196517,321.972599600692,2.28383982864373,0.275629857733272,8.28589416047159,1.17224997758622e-16,4.30689630062954e-14,Up-regulated
48,ENSG00000146006,105.458505603634,5.16218054985971,0.624226590315245,8.26972229307424,1.34271403064558e-16,4.83041372524748e-14,Up-regulated
49,ENSG00000164647,2586.15259771749,-1.67207896206093,0.204252467291428,-8.18633421781489,2.69303201407803e-16,9.49046465695907e-14,Not Significant
50,ENSG00000196569,20721.5509236215,-2.00550526683449,0.24608728181183,-8.14956893370862,3.6522379759512e-16,1.26133690737451e-13,Not Significant
51,ENSG00000231246,133.377390287434,-3.42716667722954,0.432974534647958,-7.91540010549603,2.46459212481223e-15,8.34481898259952e-13,Not Significant
52,ENSG00000151726,1916.51584795878,-1.75137257460385,0.222184311095519,-7.88252134441178,3.2084018740175e-15,1.06543622231797e-12,Not Significant
53,ENSG00000154864,322.60573275965,2.63077729839838,0.334131561106258,7.87347741018025,3.44917384929332e-15,1.12377988735089e-12,Up-regulated
54,ENSG00000187193,116.806547915224,-3.23649857463518,0.412839040420507,-7.83961364540179,4.51934779202036e-15,1.44518699393718e-12,Not Significant
55,ENSG00000124766,2206.55569588973,2.49327288326702,0.322453414989216,7.73219562072371,1.05707339406676e-14,3.3188260670445e-12,Up-regulated
56,ENSG00000148175,21876.1940461465,-1.44438225046009,0.187072557447813,-7.72097345631803,1.15444595170251e-14,3.5598165524998e-12,Not Significant
57,ENSG00000276600,550.577870094627,1.7717025204318,0.230756201049109,7.6778110940332,1.61829891705345e-14,4.90259398239982e-12,Up-regulated
58,ENSG00000108551,277.170609084981,-2.5448384662363,0.333043213694665,-7.64116595562706,2.15263385190246e-14,6.40891057838823e-12,Not Significant
59,ENSG00000183160,5408.19845801715,1.34273730219331,0.176609491769316,7.6028603487924,2.89656016370164e-14,8.47759337403389e-12,Up-regulated
60,ENSG00000116962,16154.2761716177,-1.75063408768213,0.231813461969049,-7.55190864590886,4.28925319519325e-14,1.23444706957662e-11,Not Significant
61,ENSG00000134686,4535.16429723346,-1.38873909618411,0.185419833509578,-7.48970091224015,6.90307382295756e-14,1.95413571762018e-11,Not Significant
62,ENSG00000108821,96165.822858373,1.25505041455514,0.16862762072797,7.44273333832891,9.86230423616218e-14,2.74681079919433e-11,Up-regulated
63,ENSG00000157510,759.128411843647,-1.83214369410803,0.246586383157375,-7.43002784926176,1.08574817173766e-13,2.97598403643904e-11,Not Significant
64,ENSG00000163110,2010.24533340129,-1.6375623432928,0.223019497733142,-7.34268689481246,2.09347885569525e-13,5.64846763752275e-11,Not Significant
65,ENSG00000154734,46879.2611250947,-2.41194547078856,0.328885555721269,-7.33369230977321,2.23896813679237e-13,5.94807719786627e-11,Not Significant
66,ENSG00000181061,2314.91544964269,-1.46037132419443,0.200031707957703,-7.30069916966977,2.86276175966537e-13,7.49002576756084e-11,Not Significant
67,ENSG00000116285,5394.79510957383,-2.37090203397604,0.325219188581133,-7.29016650069085,3.09572201740767e-13,7.97864593979039e-11,Not Significant
68,ENSG00000162840,811.734647540257,-2.25584484656673,0.311006287366897,-7.25337376831066,4.06516243911436e-13,1.03231213233275e-10,Not Significant
69,ENSG00000131389,1367.4796643385,2.15906999892196,0.298937093015642,7.22248944465713,5.10443678495277e-13,1.27744078844296e-10,Up-regulated
70,ENSG00000167191,3926.50865201909,-1.9745765436302,0.274460084642234,-7.19440331807852,6.27345010598954e-13,1.54757052043182e-10,Not Significant
71,ENSG00000173838,78.9430574668902,-3.87412615446765,0.539219758969248,-7.18468878416711,6.73604469946729e-13,1.63828197000565e-10,Not Significant
72,ENSG00000128342,227.223908829595,2.74084090367208,0.386330616272587,7.09454748918526,1.29775407550596e-12,3.11244685775512e-10,Up-regulated
73,ENSG00000011198,2746.25991018942,-1.38648288860579,0.195864494684192,-7.07878623351989,1.45422501921664e-12,3.43993940162094e-10,Not Significant
74,ENSG00000103064,872.575209820601,-1.45095524382304,0.205034259480988,-7.07664781239929,1.47683220366014e-12,3.44620790443287e-10,Not Significant
75,ENSG00000108830,338.793226033066,2.74900396275329,0.388674750811954,7.0727618838387,1.5187998186214e-12,3.49688470239392e-10,Up-regulated
76,ENSG00000162616,2710.82597689192,-1.56994014316948,0.224876039960505,-6.98135801148586,2.92340273330011e-12,6.58146286227476e-10,Not Significant
77,ENSG00000077684,2601.57135428828,-1.29215696336675,0.185101192396809,-6.98081382748042,2.93475006019896e-12,6.58146286227476e-10,Not Significant
78,ENSG00000143320,2522.12875692308,1.73968737955597,0.249541136725848,6.97154546293197,3.13477980691818e-12,6.9399202187004e-10,Up-regulated
79,ENSG00000147883,1020.9619397093,1.65321039016915,0.237287577795931,6.96711730772071,3.23500922280015e-12,7.07115686826746e-10,Up-regulated
80,ENSG00000146122,1264.54963819755,-1.35982395598733,0.196208561693407,-6.93050264601691,4.19347923647827e-12,9.05162493193835e-10,Not Significant
81,ENSG00000116991,237.095613443322,3.01362913056342,0.436385531021059,6.90588691955965,4.98907288878988e-12,1.06359642769906e-09,Up-regulated
82,ENSG00000122035,1693.0641028415,-2.26304866844058,0.331385164314379,-6.82905848583393,8.54737256812813e-12,1.79995157934679e-09,Not Significant
83,ENSG00000172986,1178.65777733155,1.70861344017979,0.250474620406633,6.82150326211069,9.00927232077049e-12,1.87436282451885e-09,Up-regulated
84,ENSG00000177614,228.585970583498,2.61587475334971,0.38623091172232,6.77282598040829,1.26290826032342e-11,2.59617855229344e-09,Up-regulated
85,ENSG00000185950,3489.89859808306,-1.97459429844978,0.293139653993054,-6.73601906651825,1.62784935353849e-11,3.30702383963561e-09,Not Significant
86,ENSG00000141298,3700.67044257003,-1.3951376172805,0.207517741676067,-6.72297995348417,1.78045087413976e-11,3.57497973193551e-09,Not Significant
87,ENSG00000126950,1379.22901116077,1.39028924735347,0.207481377400359,6.70079052285617,2.07295024928195e-11,4.11444883960928e-09,Up-regulated
88,ENSG00000009413,12435.4542937949,-1.21719841555954,0.181866223710594,-6.69282283826645,2.18906102829664e-11,4.29553475416208e-09,Not Significant
89,ENSG00000164442,12378.0242756194,-1.53366306912627,0.229522666672598,-6.68196780457401,2.35754828698806e-11,4.57417346288875e-09,Not Significant
90,ENSG00000128165,129.53723529591,2.75213288424015,0.414973325682977,6.63207178367574,3.31007522745371e-11,6.35093100307453e-09,Up-regulated
91,ENSG00000179593,82.2363040961221,-10.0569323572981,1.519868337609,-6.61697602906792,3.66620916234563e-11,6.95693404564663e-09,Not Significant
92,ENSG00000164105,800.007719932264,-1.47323858443379,0.223164467009729,-6.60158225085879,4.06792465339025e-11,7.63531770812422e-09,Not Significant
93,ENSG00000114098,1301.8137066578,-1.41237339857675,0.214324189400642,-6.58989264126674,4.40144731262122e-11,8.17249378433799e-09,Not Significant
94,ENSG00000124440,280.454074508754,-2.57745370193035,0.393062768665893,-6.55735904644078,5.47690369038201e-11,1.00611886090975e-08,Not Significant
95,ENSG00000128606,2192.38904382217,2.29837709220491,0.351865798262267,6.53197072166642,6.49098469820913e-11,1.17985603967027e-08,Up-regulated
96,ENSG00000105835,2702.2040205418,-1.22295418901666,0.188691361253401,-6.4812410112104,9.09712185549991e-11,1.63634479375805e-08,Not Significant
97,ENSG00000145777,144.516014826057,2.48040602387968,0.385545327950527,6.4335004059444,1.24698261668968e-10,2.21988616752551e-08,Up-regulated
98,ENSG00000164125,10252.8825824383,-1.19622179479957,0.186410012187175,-6.41715421164418,1.38845260889664e-10,2.44635381236716e-08,Not Significant
99,ENSG00000227051,8179.44974592044,1.12058747336292,0.174665564704724,6.41561761333607,1.40253085142662e-10,2.44635381236716e-08,Up-regulated
100,ENSG00000171617,1446.55189965483,1.75441060196864,0.274305141031963,6.39583565721143,1.5967166809601e-10,2.7572103646819e-08,Up-regulated
101,ENSG00000179820,6016.52771131439,-1.29506911633483,0.203907616757214,-6.35125424410617,2.1356639369661e-10,3.65135097658718e-08,Not Significant
102,ENSG00000134013,3397.10964446888,1.1352467689274,0.178944063610616,6.3441432256602,2.2366667355104e-10,3.78654521458761e-08,Up-regulated
103,ENSG00000233117,146.733941222826,-3.03690119846861,0.479252681450667,-6.33674325885064,2.34672548171478e-10,3.93429666196611e-08,Not Significant
104,ENSG00000198431,35777.6494298936,-1.6529858266556,0.262861907313488,-6.28841905451235,3.20715218353115e-10,5.32510614473229e-08,Not Significant
105,ENSG00000163513,21106.838311558,-1.55543578236869,0.248025803110654,-6.27126598467155,3.5812423512442e-10,5.88960884964617e-08,Not Significant
106,ENSG00000119714,106.622917703141,3.48905857501627,0.558611442040956,6.24594899500906,4.21234628455355e-10,6.86215053223308e-08,Up-regulated
107,ENSG00000120162,85.7049906693407,-2.71759117086211,0.435700905304536,-6.23728603217527,4.45227466548412e-10,7.18522232930652e-08,Not Significant
108,ENSG00000214814,227.704376884923,2.79310266048704,0.44812905055509,6.23280873450911,4.58145416958772e-10,7.26127293808789e-08,Up-regulated
109,ENSG00000127083,692.007140998526,-1.92680259516385,0.309142200265695,-6.23273882862914,4.58349982772516e-10,7.26127293808789e-08,Not Significant
110,ENSG00000115419,5850.07479849974,-1.30015418880156,0.209753736717189,-6.19847926978558,5.70113128804404e-10,8.86911126864365e-08,Not Significant
111,ENSG00000211448,1275.7103991174,-1.84608981831467,0.297764843327117,-6.19982465924159,5.65260996313482e-10,8.86911126864365e-08,Not Significant
112,ENSG00000229644,1683.20963624496,-1.15763515372558,0.187063579784259,-6.18845825072251,6.07554937052946e-10,9.36719522591988e-08,Not Significant
113,ENSG00000133142,4905.28119966949,-1.69777549566758,0.275778632647136,-6.15629818514592,7.44649602236487e-10,1.13793002932917e-07,Not Significant
114,ENSG00000081803,1881.34760914435,-1.56798419443291,0.255475868838983,-6.13750410776039,8.38280526995341e-10,1.25873288175266e-07,Not Significant
115,ENSG00000173918,1435.39659736038,-1.35209603638847,0.220256353416128,-6.13873795428717,8.31796456589158e-10,1.25873288175266e-07,Not Significant
116,ENSG00000172403,16290.4675191181,-1.6064234896845,0.263652897283516,-6.09294836596107,1.10849824953505e-09,1.65013342870442e-07,Not Significant
117,ENSG00000172156,319.745946072316,2.03187559236868,0.334183156362963,6.08012568461656,1.20088379381487e-09,1.77238131210215e-07,Up-regulated
118,ENSG00000125965,558.632972261534,1.65874390923356,0.272990345042179,6.07619990727978,1.23063978386767e-09,1.8009057447311e-07,Up-regulated
119,ENSG00000138356,4367.34726564881,-1.63137864783872,0.270711653245176,-6.02625941027083,1.67797786615721e-09,2.43490099099183e-07,Not Significant
120,ENSG00000116194,477.652508177351,-2.07582003017422,0.344801101044904,-6.02034049161541,1.7405055003691e-09,2.50458741503113e-07,Not Significant
121,ENSG00000174437,15381.2869659022,-1.12594543116301,0.187146994207789,-6.01636930333422,1.78372384963664e-09,2.54556557318393e-07,Not Significant
122,ENSG00000132970,1066.49984526308,-1.21204542413532,0.201520966345822,-6.0144879518659,1.80456187106278e-09,2.55419462209116e-07,Not Significant
123,ENSG00000196975,5853.69218677589,-1.24531805716462,0.207331735659676,-6.0064034731699,1.89683816949857e-09,2.6629757325936e-07,Not Significant
124,ENSG00000115828,434.686753046168,-1.55263735565273,0.259166240864157,-5.99089353025167,2.08691236155539e-09,2.90619376284987e-07,Not Significant
125,ENSG00000138074,710.749266177726,-1.31221207317971,0.219456304575331,-5.97937742421647,2.23992035063924e-09,3.06975750911416e-07,Not Significant
126,ENSG00000131459,1638.65455590836,-1.49976164649214,0.250812080973772,-5.97962283423251,2.23654857756275e-09,3.06975750911416e-07,Not Significant
127,ENSG00000131386,23832.7098681787,-1.51052865380089,0.253020376674904,-5.9699881632131,2.37270800624312e-09,3.22613557888237e-07,Not Significant
128,ENSG00000049759,1493.99214469192,1.38842636604498,0.232781486438523,5.96450511287401,2.45376586405481e-09,3.31028351097644e-07,Up-regulated
129,ENSG00000171793,951.118460980769,-1.6902528087003,0.284452952304024,-5.94211729922127,2.81363961004936e-09,3.76635106870794e-07,Not Significant
130,ENSG00000128699,3637.98046299756,-1.10522331133647,0.186094596056278,-5.93904033087683,2.86695337174729e-09,3.8081962171794e-07,Not Significant
131,ENSG00000183044,789.153497269663,-1.22610110332541,0.206982895836627,-5.92368320275693,3.14809649636812e-09,4.14971987017441e-07,Not Significant
132,ENSG00000108604,3248.08867952477,-1.37753737119134,0.232960254633222,-5.9131862358245,3.35552408169431e-09,4.38963559414374e-07,Not Significant
133,ENSG00000103485,1618.75256621314,1.1757770901944,0.198902669824532,5.91131879341613,3.39379477128851e-09,4.40631940681279e-07,Up-regulated
134,ENSG00000008311,2099.21177013152,-1.07702149905651,0.182992249884243,-5.88561264063264,3.96582175020449e-09,5.11058283451725e-07,Not Significant
135,ENSG00000106976,1441.28413834268,1.70617294951979,0.291278277518734,5.8575358384219,4.69785460840029e-09,6.00907802798935e-07,Up-regulated
136,ENSG00000163661,14869.2884537892,-1.99474848542359,0.341457165067724,-5.84187034127095,5.16179759593151e-09,6.55396477106951e-07,Not Significant
137,ENSG00000103647,861.721718065075,1.29149647705413,0.2221410855672,5.81385687279106,6.10496177434432e-09,7.69492554156041e-07,Up-regulated
138,ENSG00000143878,6346.15575949826,-1.19094108192824,0.205181297040815,-5.80433547844925,6.46217764786458e-09,8.0861509871975e-07,Not Significant
139,ENSG00000140105,4097.79332880888,1.17928468197539,0.203633646188246,5.79120741611244,6.98822114367699e-09,8.6814822092816e-07,Up-regulated
140,ENSG00000013297,5076.5843712981,1.48032870073679,0.255774531743383,5.78763135894232,7.13858592732721e-09,8.80493584236331e-07,Up-regulated
141,ENSG00000166482,44292.7874464635,1.00977849763901,0.174574828789676,5.78421588404116,7.28513359319078e-09,8.92196360902259e-07,Up-regulated
142,ENSG00000126861,557.689411364561,1.41976319542058,0.245652389774531,5.77956191154374,7.4895389966855e-09,9.10770136582854e-07,Up-regulated
143,ENSG00000120738,918.196605907266,1.56542034209766,0.271004479766127,5.77636334074107,7.63324453322171e-09,9.15353240275504e-07,Up-regulated
144,ENSG00000136999,687.900790857633,2.45796840306253,0.425480939958344,5.7769177705191,7.60814443588618e-09,9.15353240275504e-07,Up-regulated
145,ENSG00000070404,3171.55000404647,-1.87798130665505,0.325371982315201,-5.77179784593678,7.84301755991046e-09,9.34022256720922e-07,Not Significant
146,ENSG00000174306,5736.97361949815,-1.07292215049001,0.18593652642128,-5.77036783003609,7.9098684246534e-09,9.35531561348733e-07,Not Significant
147,ENSG00000003402,4288.14075684081,-1.17422315163278,0.203828018385998,-5.76085251149869,8.36901466851641e-09,9.8310302922409e-07,Not Significant
148,ENSG00000127824,372.087640564492,1.73404468447593,0.301297093908025,5.75526521674741,8.65058734611163e-09,1.00931312359902e-06,Up-regulated
149,ENSG00000128311,542.03311447539,-1.30822794141252,0.227582251958724,-5.74837418187507,9.010565846959e-09,1.04425806070663e-06,Not Significant
150,ENSG00000143344,1642.53549092313,1.30394167783735,0.227301744562224,5.73661095452084,9.65897812716881e-09,1.11194156199967e-06,Up-regulated
151,ENSG00000016391,148.562269494361,2.25346571497515,0.39298082378852,5.73428925424575,9.79220953067352e-09,1.11981373626272e-06,Up-regulated
152,ENSG00000135069,1377.82735765246,1.18445750185169,0.206637549610367,5.73205355989313,9.92219280487771e-09,1.1272133247015e-06,Up-regulated
153,ENSG00000144369,2149.14141136411,1.17016588986121,0.204287499732854,5.72803471280147,1.01600779736422e-08,1.14669429051539e-06,Up-regulated
154,ENSG00000113580,4901.83679930855,1.07255710704627,0.187833424732047,5.71015040893984,1.12876372056859e-08,1.26568129394665e-06,Up-regulated
155,ENSG00000077254,4010.01403300691,-1.00368871755442,0.176146447542455,-5.69803553553082,1.21195793686206e-08,1.35019933249897e-06,Not Significant
156,ENSG00000163697,3832.33851554214,-1.09154694545364,0.191801760397653,-5.69101630345098,1.26285447997339e-08,1.39788276667824e-06,Not Significant
157,ENSG00000246430,4353.97230955973,-1.87534214312945,0.330862453050991,-5.66804158597116,1.44438913575596e-08,1.58864405071553e-06,Not Significant
158,ENSG00000152580,12221.0369958486,1.28204436041959,0.226336816724521,5.66432089561457,1.47607946735293e-08,1.61322406596522e-06,Up-regulated
159,ENSG00000183570,322.825807100658,-1.60695810199987,0.283764346785473,-5.66300213611661,1.487473072894e-08,1.61545188822224e-06,Not Significant
160,ENSG00000140545,13092.2776605833,-1.23535130429988,0.218421538879757,-5.65581265765162,1.55110585680855e-08,1.67403099596063e-06,Not Significant
161,ENSG00000145390,13905.6641516294,-2.46579131071687,0.436583395506786,-5.64792737445862,1.6239374878074e-08,1.7417486049353e-06,Not Significant
162,ENSG00000196850,915.870908796415,-1.30690837859934,0.231811293917786,-5.63781149965386,1.72224880029225e-08,1.83578964712634e-06,Not Significant
163,ENSG00000130066,5291.43346618156,-1.39137484853949,0.246949305435389,-5.63425293335568,1.75818818602826e-08,1.86260083413104e-06,Not Significant
164,ENSG00000249364,35.6829717940705,-8.85570908216711,1.57266486090559,-5.63102114271678,1.79145762153747e-08,1.88627379321396e-06,Not Significant
165,ENSG00000134253,242.095880534284,1.84947067333635,0.328953922718819,5.62227882267034,1.88454770051455e-08,1.97226482984759e-06,Up-regulated
166,ENSG00000064309,526.098904319817,1.78151474685464,0.317130186984409,5.61761327042077,1.93613247472764e-08,2.01404431166246e-06,Up-regulated
167,ENSG00000112773,953.788723120348,1.26516964548861,0.226245697578811,5.59201637435735,2.24447647015292e-08,2.32081555009585e-06,Up-regulated
168,ENSG00000169764,4709.83705057015,-1.04881880182457,0.188483072593365,-5.56452517137862,2.62867184990466e-08,2.701899137152e-06,Not Significant
169,ENSG00000141401,981.158136827887,-2.12099180403466,0.381504202626259,-5.55955029966601,2.70470640887454e-08,2.76360179103229e-06,Not Significant
170,ENSG00000256235,1867.24335655975,-1.10544915738758,0.199769713660003,-5.53361736939258,3.13692901904129e-08,3.18638178240029e-06,Not Significant
171,ENSG00000164484,1503.69382648006,1.15573528861739,0.208928031834419,5.53173874501124,3.17071920149021e-08,3.20187012697854e-06,Up-regulated
172,ENSG00000137265,407.485971261669,-1.65730523937433,0.299727880268277,-5.52936629682542,3.2138964261181e-08,3.22660252826787e-06,Not Significant
173,ENSG00000149256,1125.86366441123,1.85629142275824,0.336212115242949,5.52119135093294,3.36708852342234e-08,3.34154509324465e-06,Up-regulated
174,ENSG00000100784,155.413799745685,2.13440781631859,0.386582471513,5.52122243919901,3.36649275201141e-08,3.34154509324465e-06,Up-regulated
175,ENSG00000167552,10292.449848435,1.38038443172808,0.250248991295156,5.51604393921405,3.46715608389198e-08,3.42119150037981e-06,Up-regulated
176,ENSG00000187498,2333.31313581996,-1.35093590942479,0.245174484246178,-5.51009993384271,3.58630031497287e-08,3.51864964994043e-06,Not Significant
177,ENSG00000092621,1614.55335676189,1.28520954071897,0.234119469293497,5.48954576309844,4.02968704858306e-08,3.93133536468544e-06,Up-regulated
178,ENSG00000163491,247.32007028162,2.01890208783768,0.368146692067214,5.48396096268352,4.15906586701068e-08,4.03476120177193e-06,Up-regulated
179,ENSG00000170775,387.494677019586,-1.36993207879744,0.249875602990734,-5.48245631986824,4.19460587932476e-08,4.04650582816648e-06,Not Significant
180,ENSG00000074047,560.85253400824,1.23328451436493,0.22545726966339,5.47014747497936,4.49661259541406e-08,4.31375034986722e-06,Up-regulated
181,ENSG00000183876,329.749344634177,1.6242576573485,0.297706133866898,5.45590927620823,4.87228665957035e-08,4.64832298549507e-06,Up-regulated
182,ENSG00000168646,556.428573940981,-1.3297787000937,0.243946889102351,-5.45109923306206,5.00594259131755e-08,4.74959432235557e-06,Not Significant
183,ENSG00000123562,9074.73778840068,-1.0237517036859,0.188194948088177,-5.4398468932664,5.33263797795154e-08,5.03191216411296e-06,Not Significant
184,ENSG00000127863,2114.81490726467,1.07722846898623,0.198669961730189,5.42220101924213,5.8869625856058e-08,5.51015469225648e-06,Up-regulated
185,ENSG00000020577,4955.48848430328,-1.15235826814405,0.212545313641373,-5.42170631006438,5.90328131843554e-08,5.51015469225648e-06,Not Significant
186,ENSG00000182552,455.285717324322,-1.28052602962034,0.236777763358271,-5.40813466373853,6.36845348221295e-08,5.91239003929318e-06,Not Significant
187,ENSG00000182010,212.423468889681,1.69901710819927,0.31494772693992,5.39460031893919,6.86762489431304e-08,6.34171907352928e-06,Up-regulated
188,ENSG00000083290,2104.91915052674,-1.24390450648492,0.231074145069903,-5.38314014364791,7.31975032875504e-08,6.72326854664585e-06,Not Significant
189,ENSG00000131831,2031.24034970545,-1.48001755729097,0.275521927448988,-5.37168700507509,7.80034171258327e-08,7.12678839644909e-06,Not Significant
190,ENSG00000111728,393.744762611595,1.47104217598106,0.274080006900839,5.36719986479453,7.99684259643941e-08,7.26786726080609e-06,Up-regulated
191,ENSG00000163378,2477.74851379279,-1.33182705517165,0.248956935736298,-5.34962824487184,8.81350875251753e-08,7.92664943429546e-06,Not Significant
192,ENSG00000158246,120.061314166931,-2.24243397569185,0.421628979265865,-5.31850059167268,1.04625880038229e-07,9.31278194072238e-06,Not Significant
