baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,diffexpressed
ENSG00000169908,1462.01712980205,-1.34824971561027,0.298555555947603,-4.51590897825025,6.3045742131719e-06,0.000324010081884084,Not Significant
ENSG00000138073,2932.36839022938,-1.15084901165615,0.256885531464732,-4.48000712649769,7.46405470424206e-06,0.000381981469404605,Not Significant
ENSG00000136478,5497.40445349359,-1.42419195776883,0.318911058780247,-4.46579671214916,7.97713298765723e-06,0.000403956400090513,Not Significant
ENSG00000296642,440.518766568347,-1.0556738529322,0.237076793162605,-4.45287722534759,8.47272063321666e-06,0.000426550845173135,Not Significant
ENSG00000124151,2186.83653379153,-1.20211415998681,0.271886015964791,-4.42139017603053,9.8067905543344e-06,0.000488022072888318,Not Significant
ENSG00000297925,21.8212563810943,-5.64910266915666,1.28304439161407,-4.40288949164893,1.06818583126436e-05,0.000524017981087302,Not Significant
ENSG00000137767,1291.79652475441,-1.00361973188601,0.228370333793345,-4.39470274100573,1.10924436868102e-05,0.000541085642892201,Not Significant
ENSG00000112936,2713.96413320656,-3.77370721258417,0.860732501853388,-4.38429733332756,1.16360753716048e-05,0.00056126187015886,Not Significant
ENSG00000174680,40.0357920830307,-2.78698524678798,0.635659692124849,-4.38439825792917,1.16306824630663e-05,0.00056126187015886,Not Significant
ENSG00000137393,215.913665820833,-1.90999789713588,0.438167519634295,-4.35905860555344,1.30623131707025e-05,0.000623093988485335,Not Significant
ENSG00000168481,30.7753389753838,-5.62741912127083,1.2917204736996,-4.35653009753219,1.32140530305786e-05,0.000626868867395689,Not Significant
ENSG00000196507,1430.74752779322,-1.07649129888695,0.247181307642256,-4.35506757835003,1.33025872789914e-05,0.00062753243773174,Not Significant
ENSG00000106123,3803.76037683393,-1.09828215424742,0.252466239564803,-4.35021393807195,1.36004774995604e-05,0.000636458117784306,Not Significant
ENSG00000023909,2630.60654805341,-1.14493587732726,0.26417554863984,-4.33399640209772,1.46426568411569e-05,0.000679702683691122,Not Significant
ENSG00000085117,2857.39556998863,-1.43245196047134,0.331241387123634,-4.32449571869679,1.52881172921762e-05,0.00070586954385374,Not Significant
ENSG00000136436,4622.61119357529,-1.24248728783933,0.287304626762144,-4.32463375839739,1.52785478474562e-05,0.00070586954385374,Not Significant
ENSG00000117594,898.929803728021,-1.87516977642943,0.434142709280804,-4.31924741874811,1.5656218076602e-05,0.000720937529991368,Not Significant
ENSG00000254842,29.2242435894895,-4.46110247801252,1.03412082872892,-4.31390835004828,1.60393460506641e-05,0.000736615498943799,Not Significant
ENSG00000162878,2717.46244029451,-1.55676986951298,0.361266434270893,-4.3092015250596,1.63845018933114e-05,0.000750471031017773,Not Significant
ENSG00000206538,23774.1378320572,-1.26364662120169,0.293629514261832,-4.30354089022156,1.68089807464939e-05,0.000765850869473499,Not Significant
ENSG00000136237,120.715723097048,-3.20075532524967,0.743648893656392,-4.30412167967079,1.67649507735449e-05,0.000765850869473499,Not Significant
ENSG00000138829,13176.318859974,-1.50735864029304,0.350561477779606,-4.2998410716442,1.70920637991244e-05,0.000776699362324422,Not Significant
ENSG00000187288,35.4036114912252,-2.95667423924209,0.689229104233299,-4.28982789769319,1.78811630303511e-05,0.000806193010987215,Not Significant
ENSG00000077943,647.85958305103,-1.00421533855978,0.234848273243639,-4.27601755248153,1.90266228865238e-05,0.000851170269441692,Not Significant
ENSG00000138032,662.258966239279,-1.11842394017212,0.262081666783473,-4.2674634738802,1.97708129641982e-05,0.000879903088313853,Not Significant
ENSG00000135362,167.139521373495,-1.37550397529523,0.323151590572791,-4.25652856251498,2.07625522335368e-05,0.000912284356154487,Not Significant
ENSG00000083223,1987.14770087352,-1.15591607450111,0.272347726617479,-4.24426555292907,2.19310519852086e-05,0.000953917898439752,Not Significant
ENSG00000173221,3311.2983179947,-1.01340186500839,0.238968708142204,-4.24073039891624,2.22793611136064e-05,0.000966633185200388,Not Significant
ENSG00000247311,48.4754564020879,-2.62987124630773,0.620873199422419,-4.23576222770483,2.27777708742518e-05,0.000980864208121147,Not Significant
ENSG00000170485,350.87024986948,-1.11541355164164,0.264825651023184,-4.21187882417019,2.53255397565998e-05,0.00107449980470999,Not Significant
ENSG00000146373,1404.78332148359,-1.08169012800762,0.256879418761095,-4.21088670016661,2.5437030362023e-05,0.00107658490267503,Not Significant
ENSG00000072958,3025.0759916516,-1.00308630413542,0.23876396120142,-4.20116293551195,2.65547383508551e-05,0.0011184078581526,Not Significant
ENSG00000189058,786.039300025946,-1.29388895037597,0.308343517189074,-4.19625799877794,2.71361117744883e-05,0.00114011284214565,Not Significant
ENSG00000169271,124.70564913781,-1.98374109121763,0.472920891553475,-4.19465734470163,2.73284394928303e-05,0.00114540653680144,Not Significant
ENSG00000097096,409.895414922797,-1.40412041224932,0.335911172818951,-4.1800348600078,2.91464411775747e-05,0.00120695622602964,Not Significant
ENSG00000165030,2785.5064212078,-1.30576854910898,0.313665841006596,-4.16292875538692,3.14191423004841e-05,0.0012917755934399,Not Significant
ENSG00000068383,1658.45885835694,-1.5455963794664,0.373364774654425,-4.13964167052706,3.47848731553482e-05,0.00142001226866797,Not Significant
ENSG00000236852,326.17578000041,-1.04630630435451,0.252849889005369,-4.13805324760217,3.50265093843292e-05,0.00142650416049197,Not Significant
ENSG00000093144,471.138143085891,-1.0772225856747,0.261537139440987,-4.11881306026811,3.8082893042235e-05,0.00152578978434644,Not Significant
ENSG00000165072,1100.9315138262,-2.01696348026266,0.489818171078238,-4.11778002400914,3.82539572552406e-05,0.00152909568028587,Not Significant
ENSG00000174697,179.132254558469,-2.61014066431504,0.638223439564923,-4.08969727920737,4.31936554699076e-05,0.00169901604249286,Not Significant
ENSG00000074590,730.49643337918,-1.23528713069952,0.302559581835883,-4.08278965486399,4.44982966922017e-05,0.00173845381737769,Not Significant
ENSG00000147576,200.398505414214,-1.5427204697258,0.378148860474106,-4.07966446809228,4.51007513834916e-05,0.00175405354704985,Not Significant
ENSG00000106615,837.276434057943,-1.03435027260106,0.25386329761123,-4.07443802366848,4.61255944351452e-05,0.00176999281045797,Not Significant
ENSG00000163017,924.556388502975,-1.54197239985815,0.381213004071399,-4.0449102821512,5.23431655710975e-05,0.00197349734297317,Not Significant
ENSG00000138615,1403.47047125181,-1.5014208837736,0.371671253717298,-4.0396475884455,5.35315742174833e-05,0.00200082948828464,Not Significant
ENSG00000101342,20.8219055215173,-4.95679377844275,1.22873708192621,-4.03405565873563,5.4822323353356e-05,0.00204464768826296,Not Significant
ENSG00000163803,117.248129400177,-1.58470940881694,0.393338740239391,-4.0288668435061,5.60463506917075e-05,0.00207757205909921,Not Significant
ENSG00000152377,8928.26842796398,-1.16727694524934,0.290349463902043,-4.02024832270105,5.81368282981121e-05,0.00213345061629718,Not Significant
ENSG00000157617,1291.95993026346,-1.13007293738298,0.281164700496575,-4.01925609931517,5.83821839745905e-05,0.00213589735778227,Not Significant
ENSG00000176971,4364.6913203845,-1.09611965995493,0.272779309363084,-4.01833871679737,5.86099053126237e-05,0.0021362303957006,Not Significant
ENSG00000185262,588.993775578297,-1.01458084868956,0.253866389402092,-3.99651506085193,6.4281793824738e-05,0.00231736537738116,Not Significant
ENSG00000119508,315.565565141098,-2.24369654543459,0.563374784781177,-3.98260022643023,6.81653631617113e-05,0.00244207363293865,Not Significant
ENSG00000117479,471.777513695334,-1.2527567700422,0.314723949479089,-3.98049392845915,6.87722214348538e-05,0.00244859434500322,Not Significant
ENSG00000253276,1946.48155365776,-1.10054230509164,0.27756298188728,-3.96501830902859,7.33903137128509e-05,0.00258552097746558,Not Significant
ENSG00000145244,203.348652227373,-1.98637374259921,0.501180326348801,-3.96339129484659,7.38925182681477e-05,0.00258941864899371,Not Significant
ENSG00000188916,69.4293562777185,-1.92181409563795,0.485172746746095,-3.96109243259637,7.46076426409261e-05,0.00260794488486541,Not Significant
ENSG00000184307,150.367762976215,-2.03913997343018,0.514981862911269,-3.95963454305482,7.50645455421691e-05,0.00261333583149632,Not Significant
ENSG00000306215,17.5376364523816,-7.82363117462122,1.97903599408148,-3.95325360327889,7.70956492032824e-05,0.00267864722422994,Not Significant
ENSG00000101955,5273.85711810899,-1.05425545198523,0.268576424342601,-3.9253462196682,8.66050835147067e-05,0.00297907685683657,Not Significant
ENSG00000157152,61.1880594816102,-3.11336240811816,0.797294237611633,-3.90491020911492,9.42603767767104e-05,0.00321677507150244,Not Significant
ENSG00000162426,245.619381451875,-1.17121514423967,0.30281363160657,-3.86777549618826,0.00010983271125117,0.00369705898223235,Not Significant
ENSG00000113460,507.914458435894,-1.13113627942778,0.292987318624568,-3.86070047242287,0.000113062433644466,0.00378364748870666,Not Significant
ENSG00000099204,1458.2537070234,-1.21865037909344,0.31713228392836,-3.84271939771586,0.000121678558172858,0.00401748631458682,Not Significant
ENSG00000081052,330.556483145624,-1.94571515841814,0.506951973062205,-3.83806605321051,0.00012400712829425,0.0040787716026383,Not Significant
ENSG00000277196,20.5535300543381,-4.18831056184657,1.09199985149312,-3.8354497540634,0.000125334728577175,0.00411460093739668,Not Significant
ENSG00000175741,439.283196448135,-1.15293101453781,0.300924928888907,-3.83129114226174,0.000127472557121934,0.00417684272558172,Not Significant
ENSG00000148120,1039.23539332255,-1.06439262914061,0.277907594906965,-3.83002353532994,0.000128131003517772,0.00419046622868349,Not Significant
ENSG00000048540,81.1377434875022,-1.6146193985622,0.423110333726206,-3.81607176629966,0.000135593082020064,0.00440116793293696,Not Significant
ENSG00000143127,312.740899417684,-4.71753062693222,1.23740106332466,-3.81245076212972,0.000137595645730133,0.00445778913783854,Not Significant
ENSG00000106617,1486.82123642623,-1.59469176777457,0.420282750252441,-3.79433076141413,0.000148042217174579,0.00472531054745033,Not Significant
ENSG00000214944,810.387605775854,-1.20375102716898,0.318989942662289,-3.77363316574334,0.000160887278849801,0.00507095322693247,Not Significant
ENSG00000158079,518.679087648178,-1.00840530334534,0.267540142352905,-3.76917383117477,0.000163788791672027,0.00513303966350739,Not Significant
ENSG00000090376,995.038978655981,-1.17805549206003,0.312730829309273,-3.76699506940839,0.000165224262707362,0.00515929940041724,Not Significant
ENSG00000137801,125077.786480044,-1.6451780083807,0.439117684901456,-3.7465537484556,0.000179280603949561,0.00548903806560464,Not Significant
ENSG00000258016,288.906033887308,-1.07777613989235,0.28818488955413,-3.73987734596304,0.000184110070754851,0.00561698357207557,Not Significant
ENSG00000186575,4225.70874724408,-1.05899111313496,0.283527941955387,-3.73505025935537,0.000187677701711194,0.00569563893347784,Not Significant
ENSG00000112218,121.307389448229,-1.48753259962495,0.399925451795128,-3.71952470878741,0.000199598021679728,0.00602562699014955,Not Significant
ENSG00000162772,660.125637587072,-1.92096575189976,0.518627402535392,-3.70394187138746,0.0002122749202704,0.0063638252139397,Not Significant
ENSG00000131979,128.082080259687,-1.38689969726488,0.374595572383024,-3.70239212503767,0.000213576180968752,0.00636966060961727,Not Significant
ENSG00000248785,242.676875353341,-1.22195834297383,0.330206404614261,-3.70058946737054,0.000215099224485515,0.0064040231179584,Not Significant
ENSG00000081320,2092.07819458888,-1.23084602023762,0.332828848775692,-3.69813501673692,0.000217189361400225,0.00644403074340049,Not Significant
ENSG00000122971,654.512949831644,-1.0365136498062,0.28036845850494,-3.69696953549406,0.000218188514071365,0.00646257163119096,Not Significant
ENSG00000100906,740.156164378077,-1.02264046090377,0.277220730060609,-3.68890328180071,0.0002252228105057,0.00663677046384375,Not Significant
ENSG00000102554,218.959770089101,-2.23142994362175,0.605550727845866,-3.68495955996889,0.000228738955934666,0.00672889998480377,Not Significant
ENSG00000152779,72.88566007634,-3.65794323010734,0.998002989523318,-3.66526279831537,0.000247084729629545,0.00720719444466719,Not Significant
ENSG00000069431,1107.57308500592,-1.0834572243268,0.297517535531654,-3.64165837281053,0.000270887397040054,0.00780915454438674,Not Significant
ENSG00000102996,304.469770524837,-1.31169395743524,0.36039422677496,-3.63960868400451,0.000273052672977355,0.00784538029446418,Not Significant
ENSG00000213160,282.869777710883,-1.36556605710114,0.376578187743977,-3.62624841678176,0.000287568722334882,0.00822141837297805,Not Significant
ENSG00000095637,75.6183839230769,-2.11910764296243,0.585222947724312,-3.62102622804311,0.000293436761888915,0.00836149505659702,Not Significant
ENSG00000164330,1464.01169648018,-1.17652452086694,0.325121884114319,-3.6187183279648,0.000296065665843581,0.00839579074478482,Not Significant
ENSG00000270788,255.798316074636,-1.02484049270989,0.285289663522756,-3.59228049153677,0.000327796742701425,0.00916940398999781,Not Significant
ENSG00000150540,1922.22307813689,-1.03199848136036,0.287679288692711,-3.5873228345705,0.000334090582546585,0.00930069654238175,Not Significant
ENSG00000280099,67.1743421568018,-1.93863303253701,0.544069972223042,-3.56320534400357,0.000366353875083195,0.0100256714975224,Not Significant
ENSG00000248187,15.8347578170959,-5.23743790914025,1.48146630215426,-3.53530681158545,0.000407301946681402,0.0109723713187121,Not Significant
ENSG00000269289,16.7590239383777,-4.30416300922829,1.22636979778431,-3.5096779266781,0.000448649774954091,0.0118279149830645,Not Significant
ENSG00000134121,270.318484905412,-1.67601377570544,0.47832249147337,-3.50394097200582,0.000458426960705389,0.0119941162991828,Not Significant
ENSG00000157502,19.7113241808666,-3.09085042287703,0.88833199563706,-3.47938657850599,0.000502563054240756,0.0129103106979502,Not Significant
ENSG00000108924,72.4351558431885,-1.79582377340227,0.519777884371095,-3.45498303679297,0.000550327445753285,0.0138528488823145,Not Significant
ENSG00000118507,144.739300528407,-1.16654969879551,0.337871689937896,-3.45264114614021,0.000555126966250919,0.0139533223482109,Not Significant
ENSG00000169218,1175.89605857456,-1.2321644051064,0.359582770608115,-3.42665028978615,0.000611075499840638,0.015095925223531,Not Significant
ENSG00000111859,2629.51043571845,-1.29044140609608,0.37745130167391,-3.41882886712344,0.000628912671791187,0.0155143771664146,Not Significant
ENSG00000163171,2684.81124400997,-1.51304348470131,0.442624299339797,-3.41834708794369,0.000630027079149518,0.0155196970082081,Not Significant
ENSG00000235105,601.779480969168,-1.04950307706232,0.309078863236707,-3.39558346394772,0.000684824907307618,0.0167500800274617,Not Significant
ENSG00000179300,109.227989172538,-2.69652039118618,0.798005122648548,-3.37907654306345,0.000727297555642691,0.0174916075081309,Not Significant
ENSG00000226328,218.335139699044,-1.00706047855275,0.29808351442424,-3.37845076906694,0.000728954833105821,0.0175070821391813,Not Significant
ENSG00000137869,93.7888735235194,-1.49962892938306,0.444387354263813,-3.37459856810596,0.000739234374028116,0.0177047145224931,Not Significant
ENSG00000114270,1350.7597741411,-1.08259783674452,0.321296013340802,-3.36947173881114,0.000753124137706859,0.0179567060910883,Not Significant
ENSG00000138166,619.59880982426,-1.11756419072718,0.331640524755663,-3.3698058810833,0.000752211537416561,0.0179567060910883,Not Significant
ENSG00000170214,435.017927587022,-3.24793374086389,0.97077466839572,-3.34571332215678,0.000820712011401725,0.0192293826497761,Not Significant
ENSG00000213064,2979.67980478834,-1.03968591286779,0.311551750012951,-3.33712108124757,0.000846510613626225,0.0197534395622941,Not Significant
ENSG00000178015,40.7100752352979,-2.85307097178251,0.864173802688126,-3.30150134487723,0.000961688738483998,0.0216462622713215,Not Significant
ENSG00000128309,632.901301549872,-1.04102637886466,0.317219362061603,-3.28172395309999,0.00103174556651361,0.0229886225065251,Not Significant
ENSG00000171819,339.896262753556,-5.48801634617711,1.67489409448498,-3.27663484171795,0.00105052136873754,0.0232271485215875,Not Significant
ENSG00000244490,119.093653612707,-1.18943332271922,0.363997211519904,-3.26769899624403,0.00108425613070904,0.0238205278181728,Not Significant
ENSG00000169750,87.2019226754336,-1.51841175973959,0.466042401114832,-3.25809788145318,0.0011216171195804,0.0245592626674193,Not Significant
ENSG00000197943,46.6249789140685,-1.8469591297345,0.566996050444966,-3.25744619964293,0.00112419566617582,0.0245677916283855,Not Significant
ENSG00000166510,124.555799315463,-1.45360886966004,0.44795315787402,-3.24500194743318,0.00117449820434484,0.0255431171191772,Not Significant
ENSG00000179862,114.929548293085,-1.54466796466583,0.478003824897849,-3.23149708058492,0.00123143581868038,0.0264812375055701,Not Significant
ENSG00000180694,1586.52811653051,-1.02763877521025,0.318189554770996,-3.22964333618636,0.00123944734211526,0.026620369034386,Not Significant
ENSG00000162496,6722.9879824369,-1.1338572154152,0.352511724890378,-3.21650922609113,0.00129760361327706,0.0275948512242221,Not Significant
ENSG00000145506,190.719454175859,-1.42527182520697,0.443275572835306,-3.21531776743428,0.00130300196131641,0.0276076538257813,Not Significant
ENSG00000166292,91.3366357027689,-1.5147040875812,0.471229133169174,-3.21436851196849,0.00130731774423188,0.02766515049926,Not Significant
ENSG00000144648,52.0756100329554,-1.82166653368258,0.566973253756978,-3.21296731655599,0.00131371238139719,0.0277664448004488,Not Significant
ENSG00000147437,169.932087364394,-1.0559685795867,0.329448636158711,-3.20526013371623,0.00134940465429531,0.0282430250851098,Not Significant
ENSG00000144891,253.030507542976,-1.40152068432308,0.437564276079639,-3.20300527474503,0.00136001490017597,0.0283632092949743,Not Significant
ENSG00000139292,13.4527867961373,-4.99976278151683,1.56121066105205,-3.20249080168825,0.00136244651223805,0.0283796458061841,Not Significant
ENSG00000114767,240.786675399313,-1.04206302204613,0.325636919595159,-3.20007640209118,0.00137391162171321,0.0285839829924623,Not Significant
ENSG00000272870,228.770116564516,-1.01639044105264,0.319354190097838,-3.18264319857917,0.00145937330941023,0.0299292854001139,Not Significant
ENSG00000254987,26.6031272248485,-2.67780560200523,0.842507119966411,-3.17837741491371,0.00148101829552982,0.0303371576835219,Not Significant
ENSG00000053747,1367.44514365727,-1.1355550028507,0.358069776304038,-3.17132323920715,0.00151746187120585,0.0309734415980883,Not Significant
ENSG00000272381,60.7221912756314,-1.5184435234043,0.480980461795594,-3.15697547824636,0.00159414751673274,0.0321585739707255,Not Significant
ENSG00000072571,56.7446810678963,-1.53926063985709,0.490124044392433,-3.14055320784187,0.0016862907288167,0.0338591491921008,Not Significant
ENSG00000246705,251.786465835972,-1.06563655577792,0.340297620349934,-3.13148400709387,0.00173925258658817,0.0347600069684131,Not Significant
ENSG00000155849,42.5148624171893,-1.75085331826822,0.563221283033687,-3.10864196899231,0.00187949323971579,0.0369647941496722,Not Significant
ENSG00000182836,17.1444161827417,-3.25262101232114,1.04663137800652,-3.10770447042804,0.0018854650720804,0.0370400578665352,Not Significant
ENSG00000137959,163.661798258395,-1.43005142293733,0.460365851355058,-3.10633688126099,0.00189420782673829,0.0371273334303255,Not Significant
ENSG00000286289,232.724468347499,-2.07912637225683,0.670657892707992,-3.10012958150944,0.00193435995777608,0.0378284572490116,Not Significant
ENSG00000068831,140.95658329705,-1.39719050023081,0.450952421731836,-3.09831022719657,0.00194627575205439,0.0379754685722884,Not Significant
ENSG00000165644,180.725913669949,-1.01175506885147,0.327150716350108,-3.09262678724724,0.00198393465948327,0.0384850061345803,Not Significant
ENSG00000245812,213.007953478663,-1.56076188567565,0.505538512685666,-3.08732538968026,0.00201966386014969,0.0389671011587317,Not Significant
ENSG00000100206,50.5280880821205,-1.84892081703052,0.600698306312078,-3.07795243902346,0.00208428177314389,0.0398575610837749,Not Significant
ENSG00000166979,191.266537257537,-1.44294789327044,0.469066224659025,-3.07621358651298,0.00209647609569097,0.040002153834687,Not Significant
ENSG00000099337,1267.89236391699,-2.58903977606384,0.842634959845066,-3.07255205331129,0.00212236814003266,0.0404068942029592,Not Significant
ENSG00000169031,54.6551599730977,-2.00675105624276,0.655318354653054,-3.06225370004355,0.00219677178161856,0.0415941393914357,Not Significant
ENSG00000132170,715.525850179818,-1.17082653683384,0.383314142877955,-3.05448300979236,0.00225448783996866,0.0424079477348353,Not Significant
ENSG00000135678,1148.14287075587,-1.1103681193922,0.363995444264883,-3.05050004577578,0.00228460645531511,0.0428345106084487,Not Significant
ENSG00000165244,75.4475735221641,-1.42441906075217,0.4686591847013,-3.03934950439524,0.00237089625417144,0.0440834787104312,Not Significant
ENSG00000035664,1045.61894974683,-1.44082013076088,0.474070248186722,-3.03925449080996,0.00237164418125959,0.0440834787104312,Not Significant
ENSG00000158813,104.955966977908,-1.64319974847391,0.542566453731759,-3.02856864292296,0.00245715248599566,0.0453797958590087,Not Significant
ENSG00000289034,33.5678833594686,-2.15515510940737,0.712212558474794,-3.0259998700706,0.00247812409313241,0.0456694203203953,Not Significant
ENSG00000147894,108.189477771869,-1.12396808807032,0.372914442007649,-3.01401061868037,0.00257818782020303,0.047161172965324,Not Significant
ENSG00000164930,1980.68680048817,-1.07008847147211,0.356657888198792,-3.00032189635932,0.0026969442487764,0.0490735861832148,Not Significant
ENSG00000174944,43.9384086380077,-1.69953915731529,0.567611648376357,-2.99419358671866,0.00275171292313167,0.0498077345457418,Not Significant
